_id;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;treated;ps;ss_pair;wnnem_pair;nn_euk_pair_01;nn_mah_pair_01;psm_02_pair_01;psm_dyn_pair_01;nn_euk_pair_02;nn_mah_pair_02;psm_02_pair_02;psm_dyn_pair_02;nn_euk_pair_03;nn_mah_pair_03;psm_02_pair_03;psm_dyn_pair_03;nn_euk_pair_04;nn_mah_pair_04;psm_02_pair_04;psm_dyn_pair_04;nn_euk_pair_05;nn_mah_pair_05;psm_02_pair_05;psm_dyn_pair_05;nn_euk_pair_06;nn_mah_pair_06;psm_02_pair_06;psm_dyn_pair_06;nn_euk_pair_07;nn_mah_pair_07;psm_02_pair_07;psm_dyn_pair_07;nn_euk_pair_08;nn_mah_pair_08;psm_02_pair_08;psm_dyn_pair_08;nn_euk_pair_09;nn_mah_pair_09;psm_02_pair_09;psm_dyn_pair_09;nn_euk_pair_10;nn_mah_pair_10;psm_02_pair_10;psm_dyn_pair_10
530;1;1;1;0;0;1;0;1;1;1;1;0,4968212095309558;;663,0;663,0;682,0;;590,0;682,0;789,0;;804,0;682,0;87,0;;74,0;663,0;789,0;682,0;682,0;682,0;682,0;682,0;74,0;663,0;682,0;682,0;197,0;682,0;682,0;;590,0;663,0;789,0;;785,0;663,0;789,0;682,0;682,0;663,0;682,0;682,0;74,0
531;1;1;1;0;1;0;0;0;1;1;0;0,39009485941553207;;478,0;478,0;626,0;;;478,0;626,0;;;478,0;626,0;;;478,0;626,0;;;478,0;626,0;;;288,0;626,0;;;288,0;626,0;;;478,0;626,0;;;478,0;626,0;;;288,0;626,0;;
532;0;1;1;1;0;1;0;0;1;0;0;0,35919702292942984;;338,0;797,0;338,0;;;798,0;338,0;;;798,0;310,0;;;310,0;310,0;;;798,0;310,0;;;798,0;310,0;;;310,0;339,0;;;798,0;339,0;;;798,0;310,0;;;798,0;310,0;;
533;1;0;1;1;0;0;1;0;0;0;1;0,2766671621869973;;382,0;541,0;262,0;490,0;490,0;541,0;262,0;91,0;212,0;541,0;229,0;490,0;490,0;541,0;382,0;499,0;490,0;541,0;262,0;490,0;499,0;541,0;229,0;499,0;442,0;541,0;262,0;212,0;91,0;541,0;158,0;499,0;91,0;541,0;262,0;490,0;490,0;541,0;229,0;490,0;490,0
534;0;0;1;0;1;1;1;1;1;0;0;0,4480354662896407;;673,0;673,0;;;;227,0;;;;673,0;;;;227,0;;;;227,0;;;;227,0;;;;227,0;227,0;;;673,0;673,0;;;227,0;;;;673,0;;;
535;0;1;1;0;1;0;0;0;1;0;0;0,3346008467977786;;;668,0;;7,0;999,0;;;271,0;999,0;;;999,0;871,0;;;7,0;871,0;;318,0;7,0;871,0;;;871,0;871,0;;;999,0;871,0;;318,0;7,0;999,0;;318,0;871,0;7,0;;;999,0;271,0
536;0;0;1;0;1;0;0;1;0;0;0;0,3101322087351868;407,0;407,0;407,0;;407,0;407,0;407,0;;407,0;407,0;407,0;;407,0;407,0;407,0;;407,0;407,0;407,0;;407,0;407,0;407,0;;407,0;407,0;407,0;;407,0;407,0;407,0;;407,0;407,0;407,0;;407,0;407,0;407,0;;407,0;407,0
537;0;1;1;0;0;1;1;1;0;0;1;0,3245001325282117;;666,0;420,0;217,0;411,0;420,0;217,0;420,0;420,0;678,0;217,0;420,0;642,0;125,0;217,0;217,0;642,0;642,0;420,0;203,0;125,0;420,0;217,0;420,0;420,0;411,0;420,0;420,0;642,0;642,0;420,0;420,0;642,0;420,0;217,0;217,0;411,0;420,0;420,0;420,0;678,0;125,0
538;0;1;0;0;0;0;0;1;0;1;1;0,3382574677822401;;47,0;47,0;11,0;;229,0;47,0;11,0;229,0;229,0;47,0;11,0;229,0;229,0;47,0;11,0;;229,0;47,0;11,0;229,0;823,0;47,0;11,0;;279,0;47,0;11,0;680,0;31,0;47,0;11,0;296,0;823,0;47,0;11,0;31,0;229,0;47,0;11,0;229,0;823,0
539;0;0;1;1;1;1;0;0;0;0;0;0,25405015897601724;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
540;0;0;0;0;1;0;1;0;0;1;0;0,28539773827702786;;719,0;;;78,0;49,0;;;49,0;49,0;;;78,0;777,0;;893,0;49,0;78,0;;;78,0;78,0;;;49,0;777,0;;;777,0;777,0;;;78,0;49,0;218,0;;777,0;78,0;;;78,0;777,0
541;1;0;0;1;0;0;1;0;0;0;0;0,26458350267155456;;;533,0;;;;533,0;;;;533,0;;;;533,0;;;;533,0;;;;533,0;;;;533,0;;;;533,0;;;;533,0;;;;533,0;;;
542;1;0;1;1;0;1;1;1;0;1;0;0,39678741655977146;306,0;306,0;306,0;305,0;137,0;306,0;305,0;699,0;306,0;306,0;305,0;306,0;750,0;750,0;305,0;20,0;998,0;306,0;306,0;306,0;998,0;137,0;306,0;305,0;750,0;998,0;306,0;305,0;306,0;306,0;305,0;305,0;998,0;306,0;20,0;699,0;750,0;306,0;306,0;699,0;306,0;750,0
543;0;0;0;0;1;0;0;1;1;1;1;0,463436984073094;19,0;19,0;19,0;19,0;492,0;492,0;966,0;19,0;492,0;492,0;19,0;19,0;492,0;492,0;19,0;19,0;492,0;492,0;19,0;308,0;492,0;492,0;966,0;19,0;492,0;492,0;19,0;19,0;492,0;492,0;19,0;308,0;492,0;492,0;19,0;19,0;492,0;492,0;19,0;19,0;492,0;492,0
544;1;0;0;0;0;1;0;1;1;1;0;0,5085015872684749;;383,0;;426,0;740,0;807,0;;426,0;562,0;807,0;545,0;;740,0;807,0;545,0;426,0;740,0;379,0;;426,0;562,0;562,0;;426,0;562,0;379,0;;;740,0;807,0;;426,0;740,0;740,0;;;740,0;562,0;;426,0;562,0;807,0
545;1;0;0;0;0;0;0;1;1;1;1;0,496508704303285;;793,0;593,0;593,0;682,0;682,0;593,0;593,0;;793,0;544,0;659,0;;682,0;544,0;709,0;;353,0;593,0;952,0;590,0;210,0;593,0;659,0;;590,0;593,0;659,0;682,0;682,0;593,0;593,0;682,0;197,0;593,0;659,0;;690,0;593,0;593,0;;859,0
546;0;1;0;0;1;0;1;0;0;1;0;0,2639005079187086;;570,0;491,0;696,0;;;470,0;696,0;;;491,0;696,0;;;470,0;696,0;;;491,0;696,0;;;;696,0;;;470,0;696,0;;;491,0;696,0;;;470,0;696,0;;;;696,0;;
547;0;0;1;1;1;0;0;0;1;0;0;0,3512188209882125;621,0;;621,0;;621,0;621,0;621,0;;621,0;621,0;621,0;;621,0;621,0;621,0;;621,0;621,0;621,0;;621,0;621,0;621,0;;397,0;621,0;621,0;;621,0;621,0;621,0;;621,0;621,0;621,0;;621,0;621,0;621,0;;621,0;621,0
548;1;1;0;0;1;0;1;1;0;1;1;0,33255684572223243;;642,0;642,0;983,0;33,0;33,0;371,0;642,0;33,0;33,0;642,0;983,0;33,0;33,0;642,0;642,0;33,0;33,0;642,0;983,0;33,0;33,0;642,0;983,0;33,0;33,0;642,0;983,0;33,0;33,0;371,0;369,0;33,0;33,0;642,0;642,0;33,0;33,0;642,0;369,0;33,0;33,0
549;0;1;1;0;0;0;0;0;1;1;1;0,4037557996986989;;52,0;865,0;865,0;344,0;961,0;865,0;865,0;344,0;961,0;865,0;865,0;344,0;344,0;865,0;865,0;344,0;344,0;865,0;865,0;961,0;961,0;865,0;865,0;961,0;344,0;865,0;865,0;344,0;961,0;865,0;865,0;961,0;961,0;865,0;865,0;961,0;344,0;865,0;865,0;344,0;344,0
550;0;0;0;0;0;0;1;1;1;1;1;0,494949279243188;;136,0;136,0;966,0;;210,0;793,0;966,0;;670,0;966,0;136,0;;886,0;136,0;966,0;;507,0;793,0;136,0;670,0;670,0;793,0;136,0;;785,0;793,0;966,0;670,0;197,0;793,0;136,0;590,0;670,0;136,0;136,0;;886,0;793,0;136,0;;682,0
551;1;0;0;0;0;1;1;0;1;1;0;0,4437630856947291;;126,0;700,0;474,0;126,0;126,0;126,0;745,0;126,0;126,0;126,0;745,0;126,0;126,0;126,0;745,0;126,0;126,0;126,0;126,0;126,0;126,0;126,0;745,0;126,0;126,0;126,0;126,0;126,0;126,0;126,0;126,0;126,0;126,0;126,0;474,0;126,0;126,0;126,0;126,0;126,0;126,0
552;1;0;0;0;1;0;1;0;0;1;0;0,2931560311901052;;;;;;;;;;;;143,0;;;;;;;;;;;;;;;;;;;;143,0;;;;;;;;143,0;;
553;1;0;0;0;0;0;1;1;0;1;0;0,3789795372220092;;657,0;981,0;95,0;73,0;8,0;657,0;717,0;29,0;29,0;95,0;981,0;29,0;630,0;657,0;717,0;8,0;496,0;95,0;981,0;29,0;630,0;981,0;95,0;653,0;73,0;981,0;981,0;73,0;496,0;981,0;981,0;29,0;496,0;981,0;981,0;653,0;73,0;95,0;717,0;496,0;630,0
554;1;1;0;1;0;1;1;0;0;0;1;0,2530793546327301;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0;986,0
555;0;1;1;1;1;0;1;1;1;1;1;0,4511742431351322;370,0;370,0;370,0;370,0;370,0;370,0;370,0;370,0;370,0;370,0;370,0;370,0;370,0;370,0;370,0;370,0;370,0;370,0;370,0;370,0;370,0;370,0;370,0;370,0;370,0;116,0;370,0;370,0;370,0;370,0;370,0;370,0;370,0;370,0;370,0;370,0;370,0;370,0;370,0;370,0;370,0;370,0
556;1;1;0;0;1;1;1;0;1;0;1;0,34717888895510984;461,0;461,0;648,0;648,0;;648,0;648,0;461,0;648,0;648,0;648,0;461,0;648,0;648,0;461,0;648,0;648,0;461,0;648,0;461,0;648,0;461,0;461,0;648,0;461,0;127,0;461,0;563,0;648,0;648,0;461,0;366,0;648,0;461,0;648,0;461,0;;648,0;648,0;461,0;837,0;127,0
557;0;1;0;0;1;0;1;0;1;0;0;0,3280152860255103;;;;376,0;;;;376,0;;;;376,0;;;;318,0;;;;376,0;;;;376,0;;;;59,0;;;;376,0;;;;59,0;;;;59,0;;
558;0;1;1;1;0;0;1;0;1;1;0;0,4031086637755839;;398,0;;;668,0;;;;668,0;668,0;;98,0;668,0;668,0;;;668,0;;;98,0;668,0;668,0;;98,0;668,0;668,0;;;668,0;;;;668,0;;;98,0;;;;862,0;668,0;
559;1;0;1;0;1;1;0;1;0;0;0;0,32876217982571376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
560;0;0;1;0;1;0;1;1;1;0;0;0,4362030224180003;;293,0;;;40,0;955,0;;;489,0;40,0;;;978,0;975,0;;;910,0;40,0;;;955,0;975,0;;;40,0;910,0;;;489,0;955,0;;;975,0;975,0;;;978,0;40,0;;101,0;40,0;489,0
561;1;1;0;1;0;0;0;1;0;1;0;0,33905240056164554;83,0;83,0;83,0;83,0;838,0;838,0;83,0;83,0;838,0;83,0;83,0;83,0;16,0;838,0;83,0;83,0;16,0;16,0;83,0;83,0;838,0;838,0;83,0;83,0;16,0;83,0;83,0;83,0;83,0;16,0;83,0;83,0;838,0;838,0;83,0;83,0;635,0;16,0;83,0;83,0;83,0;83,0
562;1;0;1;0;1;1;1;1;1;1;1;0,5079802907738811;;622,0;772,0;772,0;709,0;709,0;279,0;279,0;544,0;104,0;279,0;772,0;709,0;210,0;341,0;772,0;;804,0;670,0;670,0;544,0;544,0;416,0;772,0;544,0;793,0;670,0;670,0;709,0;709,0;670,0;704,0;709,0;793,0;772,0;341,0;709,0;544,0;413,0;772,0;544,0;886,0
563;1;1;0;0;1;1;1;0;0;0;0;0,24179223941400566;;268,0;;268,0;268,0;268,0;;268,0;268,0;268,0;;268,0;268,0;268,0;;268,0;268,0;268,0;;268,0;268,0;268,0;;268,0;268,0;268,0;;556,0;268,0;268,0;;268,0;268,0;268,0;;268,0;268,0;268,0;;268,0;268,0;268,0
564;0;1;1;1;0;1;1;0;0;0;0;0,2575450758264872;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0;674,0
565;0;1;0;1;1;1;0;1;1;1;0;0,4401194206799185;;374,0;374,0;;227,0;227,0;374,0;;673,0;951,0;410,0;;673,0;951,0;410,0;;227,0;673,0;410,0;70,0;673,0;227,0;374,0;;703,0;703,0;374,0;;703,0;703,0;410,0;374,0;673,0;673,0;410,0;;703,0;227,0;374,0;;673,0;673,0
566;1;1;1;1;0;1;1;1;1;0;0;0,4456648966321781;;45,0;354,0;354,0;;;45,0;;;;354,0;;;;354,0;;;;354,0;;;;354,0;45,0;;;45,0;;;;45,0;;;;354,0;396,0;;;45,0;396,0;;
567;1;1;1;0;1;0;1;1;0;1;0;0,3462831340923672;232,0;232,0;232,0;232,0;232,0;232,0;232,0;646,0;232,0;965,0;941,0;646,0;232,0;232,0;232,0;646,0;965,0;965,0;232,0;232,0;232,0;965,0;232,0;232,0;232,0;232,0;941,0;646,0;232,0;232,0;232,0;646,0;232,0;232,0;941,0;646,0;232,0;437,0;232,0;646,0;965,0;965,0
568;1;1;1;0;1;1;0;0;0;1;1;0,2869273842714232;;156,0;156,0;710,0;790,0;790,0;156,0;499,0;790,0;790,0;156,0;185,0;790,0;790,0;156,0;185,0;790,0;790,0;156,0;185,0;790,0;790,0;156,0;919,0;790,0;790,0;156,0;499,0;790,0;790,0;156,0;919,0;790,0;790,0;156,0;185,0;790,0;447,0;156,0;919,0;790,0;790,0
569;1;1;0;0;0;1;1;1;0;0;1;0,3193728406089853;866,0;866,0;644,0;866,0;202,0;202,0;644,0;866,0;202,0;202,0;644,0;866,0;202,0;202,0;644,0;866,0;202,0;202,0;644,0;866,0;202,0;202,0;644,0;866,0;202,0;202,0;644,0;866,0;202,0;202,0;644,0;866,0;202,0;202,0;644,0;866,0;202,0;202,0;644,0;866,0;202,0;202,0
570;0;1;0;0;0;0;1;0;0;1;1;0,28272546607301896;;546,0;195,0;829,0;404,0;404,0;195,0;829,0;292,0;409,0;765,0;829,0;404,0;404,0;765,0;829,0;371,0;404,0;829,0;829,0;292,0;371,0;829,0;829,0;292,0;404,0;829,0;829,0;292,0;404,0;829,0;829,0;404,0;292,0;195,0;829,0;292,0;292,0;195,0;829,0;404,0;404,0
571;0;1;1;0;0;0;0;0;0;1;0;0,28879251756331525;;;931,0;;739,0;739,0;931,0;;739,0;57,0;931,0;;739,0;327,0;931,0;;327,0;57,0;931,0;;327,0;739,0;931,0;;327,0;57,0;931,0;;739,0;739,0;931,0;;57,0;739,0;931,0;;57,0;57,0;931,0;;57,0;739,0
572;1;1;1;1;1;1;1;1;1;1;1;0,4724741137183651;;270,0;104,0;270,0;609,0;19,0;37,0;37,0;663,0;886,0;443,0;139,0;770,0;663,0;270,0;139,0;;188,0;270,0;270,0;609,0;19,0;139,0;270,0;;105,0;889,0;270,0;966,0;188,0;270,0;270,0;609,0;188,0;104,0;590,0;;770,0;104,0;270,0;;609,0
573;0;1;1;1;0;0;0;1;0;0;0;0,3000983996012372;;;;;;;;;;;;;;;;169,0;;;;;;;;;;;;;;;;;;;;;;;;;;
574;1;1;1;0;1;0;0;0;1;0;1;0,3430545776163697;335,0;64,0;276,0;335,0;523,0;523,0;276,0;335,0;523,0;523,0;276,0;335,0;523,0;523,0;276,0;335,0;523,0;523,0;276,0;335,0;523,0;523,0;276,0;335,0;523,0;523,0;276,0;335,0;523,0;523,0;276,0;335,0;523,0;523,0;276,0;335,0;523,0;523,0;276,0;335,0;523,0;523,0
575;1;0;1;1;0;0;1;1;0;1;0;0,3853634857596356;;717,0;717,0;717,0;;;717,0;657,0;;;306,0;115,0;;;717,0;657,0;;;717,0;846,0;;;717,0;717,0;;;717,0;717,0;;;717,0;657,0;;;717,0;306,0;;;657,0;306,0;;
576;0;0;1;0;1;0;1;0;1;1;0;0,4145466795957509;295,0;295,0;937,0;295,0;295,0;932,0;937,0;295,0;295,0;932,0;937,0;295,0;932,0;932,0;937,0;295,0;932,0;932,0;295,0;295,0;295,0;932,0;937,0;295,0;295,0;295,0;295,0;295,0;295,0;295,0;937,0;295,0;932,0;295,0;295,0;295,0;932,0;932,0;295,0;295,0;295,0;295,0
577;1;0;1;1;1;1;1;0;1;1;0;0,4271040349079672;;;934,0;934,0;;;;20,0;;735,0;328,0;305,0;;623,0;328,0;;;;;;;;328,0;;;175,0;;;;;328,0;;;;;305,0;;;;328,0;;947,0
578;1;0;0;1;1;0;1;0;0;1;1;0,28612215824344195;;108,0;956,0;170,0;482,0;930,0;956,0;170,0;885,0;482,0;439,0;170,0;482,0;885,0;956,0;170,0;885,0;885,0;956,0;170,0;482,0;885,0;439,0;170,0;885,0;885,0;439,0;944,0;885,0;885,0;439,0;170,0;482,0;482,0;956,0;944,0;885,0;482,0;439,0;170,0;482,0;885,0
579;1;0;0;1;0;0;1;1;1;0;0;0,4453560891110722;;978,0;978,0;15,0;853,0;853,0;978,0;15,0;853,0;853,0;978,0;;853,0;853,0;978,0;;853,0;853,0;978,0;38,0;853,0;853,0;978,0;38,0;853,0;853,0;978,0;;853,0;853,0;978,0;15,0;853,0;853,0;978,0;15,0;853,0;853,0;978,0;15,0;853,0;853,0
580;1;1;0;1;1;1;1;0;1;1;0;0,38630919968652;89,0;89,0;583,0;89,0;89,0;51,0;89,0;89,0;51,0;176,0;583,0;89,0;89,0;89,0;89,0;89,0;242,0;176,0;583,0;89,0;242,0;242,0;583,0;89,0;51,0;176,0;89,0;89,0;176,0;51,0;89,0;89,0;51,0;242,0;583,0;89,0;51,0;176,0;583,0;89,0;176,0;51,0
581;1;0;1;1;1;0;1;0;0;1;0;0,2987898424200929;;;115,0;;729,0;;115,0;328,0;373,0;786,0;115,0;328,0;;729,0;115,0;328,0;729,0;;115,0;;;;115,0;328,0;786,0;;115,0;115,0;;786,0;115,0;328,0;;729,0;115,0;328,0;729,0;178,0;115,0;115,0;729,0;
582;1;1;0;0;1;0;1;1;1;0;1;0,4041926692841884;892,0;892,0;292,0;892,0;892,0;892,0;431,0;892,0;892,0;892,0;892,0;734,0;892,0;892,0;892,0;892,0;892,0;892,0;892,0;734,0;892,0;892,0;892,0;900,0;892,0;892,0;892,0;892,0;892,0;892,0;892,0;892,0;892,0;892,0;431,0;900,0;892,0;892,0;900,0;647,0;892,0;892,0
583;1;1;0;1;1;0;1;0;1;1;1;0,3749994029780445;;624,0;580,0;108,0;992,0;992,0;624,0;624,0;992,0;992,0;580,0;108,0;992,0;992,0;624,0;624,0;992,0;992,0;580,0;624,0;992,0;992,0;580,0;108,0;992,0;992,0;624,0;624,0;992,0;992,0;624,0;624,0;992,0;992,0;580,0;624,0;992,0;992,0;580,0;624,0;992,0;992,0
584;1;0;0;0;1;0;0;1;1;1;1;0,4728327289778676;;852,0;964,0;964,0;770,0;105,0;964,0;852,0;770,0;811,0;964,0;852,0;;352,0;413,0;852,0;;210,0;130,0;852,0;663,0;102,0;19,0;852,0;966,0;210,0;964,0;852,0;;105,0;964,0;964,0;770,0;927,0;964,0;852,0;;188,0;964,0;852,0;;770,0
585;0;1;1;0;0;0;0;0;1;0;1;0,3560298110516164;;200,0;697,0;460,0;756,0;905,0;697,0;460,0;589,0;905,0;697,0;460,0;905,0;905,0;697,0;460,0;589,0;589,0;697,0;460,0;589,0;589,0;697,0;460,0;905,0;905,0;697,0;460,0;589,0;756,0;697,0;460,0;905,0;589,0;697,0;460,0;589,0;589,0;697,0;460,0;589,0;756,0
586;1;1;0;1;1;1;0;0;1;1;0;0,3788688014704407;8,0;8,0;8,0;374,0;29,0;29,0;8,0;410,0;8,0;8,0;8,0;410,0;8,0;29,0;8,0;374,0;29,0;29,0;8,0;374,0;8,0;8,0;8,0;374,0;8,0;630,0;372,0;8,0;8,0;29,0;8,0;8,0;8,0;630,0;8,0;410,0;8,0;29,0;8,0;410,0;29,0;8,0
587;0;0;0;1;1;0;1;0;0;0;1;0,23960828260735956;;406,0;898,0;898,0;249,0;822,0;898,0;406,0;822,0;249,0;898,0;406,0;822,0;822,0;84,0;898,0;249,0;822,0;84,0;406,0;822,0;822,0;898,0;406,0;822,0;249,0;84,0;406,0;249,0;822,0;781,0;898,0;249,0;822,0;898,0;898,0;249,0;249,0;898,0;898,0;822,0;249,0
588;0;1;0;1;0;1;1;1;0;1;1;0,3484673398458864;;692,0;1,0;1,0;13,0;13,0;1,0;1,0;4,0;180,0;1,0;1,0;13,0;153,0;1,0;1,0;461,0;387,0;1,0;1,0;13,0;387,0;1,0;1,0;387,0;461,0;1,0;1,0;387,0;837,0;1,0;1,0;153,0;180,0;1,0;1,0;;461,0;1,0;1,0;387,0;648,0
589;0;1;0;0;0;1;1;1;0;1;0;0,3562689812929459;;;598,0;598,0;269,0;973,0;;598,0;585,0;269,0;;598,0;269,0;973,0;;598,0;585,0;585,0;;598,0;585,0;585,0;598,0;598,0;269,0;269,0;598,0;598,0;585,0;269,0;598,0;598,0;269,0;585,0;;598,0;585,0;585,0;;598,0;585,0;269,0
590;1;1;1;1;0;1;1;1;1;1;0;0,4961490324749242;396,0;159,0;159,0;396,0;396,0;530,0;159,0;396,0;15,0;111,0;314,0;396,0;15,0;918,0;314,0;396,0;15,0;427,0;159,0;396,0;545,0;111,0;305,0;396,0;171,0;545,0;396,0;396,0;918,0;530,0;159,0;396,0;550,0;918,0;159,0;572,0;171,0;918,0;159,0;305,0;918,0;918,0
591;1;1;0;1;0;0;0;0;1;0;0;0,34291867350034844;;;7,0;;;;999,0;818,0;;;7,0;818,0;;;7,0;;;;999,0;;;;999,0;818,0;;;7,0;;;;7,0;;;;7,0;818,0;;;7,0;818,0;;
592;0;0;1;0;0;1;1;1;1;1;1;0,5222346503255534;704,0;704,0;704,0;704,0;704,0;341,0;466,0;704,0;;341,0;704,0;704,0;704,0;793,0;466,0;704,0;;341,0;466,0;704,0;704,0;341,0;755,0;466,0;;341,0;704,0;704,0;;804,0;704,0;416,0;704,0;341,0;704,0;704,0;;;755,0;466,0;;341,0
593;1;0;0;0;0;0;0;1;1;0;0;0,4460203679236902;38,0;38,0;545,0;545,0;58,0;58,0;545,0;545,0;38,0;38,0;38,0;58,0;58,0;38,0;58,0;38,0;58,0;280,0;545,0;58,0;280,0;58,0;545,0;58,0;58,0;38,0;545,0;58,0;38,0;58,0;545,0;545,0;38,0;58,0;545,0;38,0;58,0;280,0;545,0;545,0;58,0;38,0
594;0;0;1;0;1;1;1;0;0;1;1;0,3081800671784594;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0;441,0
595;0;1;1;0;1;0;0;0;1;1;0;0,381154490839686;274,0;274,0;274,0;274,0;274,0;274,0;274,0;274,0;274,0;274,0;274,0;274,0;274,0;274,0;274,0;274,0;274,0;274,0;274,0;274,0;274,0;274,0;274,0;274,0;274,0;274,0;274,0;274,0;274,0;274,0;274,0;274,0;274,0;274,0;937,0;274,0;274,0;274,0;274,0;274,0;274,0;274,0
596;1;1;0;1;1;1;1;1;1;0;1;0,4075172004782096;887,0;887,0;887,0;887,0;312,0;312,0;887,0;887,0;887,0;312,0;887,0;887,0;887,0;312,0;887,0;366,0;312,0;887,0;221,0;887,0;887,0;887,0;887,0;887,0;312,0;887,0;204,0;887,0;;887,0;887,0;887,0;887,0;887,0;887,0;887,0;312,0;463,0;887,0;887,0;312,0;312,0
597;0;0;0;0;0;0;0;1;1;1;1;0,4870771810609781;;418,0;0,0;418,0;;997,0;19,0;516,0;873,0;964,0;11,0;952,0;873,0;997,0;418,0;418,0;873,0;659,0;11,0;418,0;873,0;859,0;683,0;492,0;873,0;873,0;11,0;418,0;659,0;690,0;686,0;492,0;136,0;873,0;11,0;888,0;659,0;136,0;11,0;492,0;659,0;259,0
598;0;1;0;0;0;1;1;1;1;1;1;0,4799659006078429;;957,0;589,0;589,0;763,0;763,0;609,0;589,0;763,0;210,0;609,0;589,0;413,0;763,0;609,0;589,0;889,0;105,0;609,0;589,0;413,0;966,0;589,0;589,0;413,0;763,0;589,0;589,0;763,0;763,0;589,0;589,0;763,0;857,0;609,0;589,0;763,0;731,0;609,0;589,0;763,0;763,0
599;0;0;0;1;1;1;0;1;0;0;0;0,3000751263397219;;225,0;225,0;;;;225,0;;;;225,0;;;;225,0;;;;225,0;;;;225,0;;;;225,0;;;;225,0;;;;225,0;;;;225,0;;;
600;0;1;1;1;0;0;1;0;1;1;0;0,4031086637755839;;;;;398,0;398,0;310,0;;398,0;398,0;;;398,0;398,0;;;398,0;398,0;;;398,0;398,0;;;398,0;398,0;862,0;;398,0;398,0;;;398,0;398,0;;;398,0;398,0;;;398,0;398,0
601;1;1;1;1;0;1;1;0;0;1;0;0,3061390581166764;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0;446,0
602;1;1;1;1;1;1;0;0;0;0;0;0,2409752696586864;995,0;995,0;995,0;995,0;995,0;995,0;995,0;437,0;995,0;995,0;995,0;995,0;995,0;995,0;995,0;995,0;995,0;995,0;995,0;437,0;995,0;995,0;995,0;995,0;995,0;995,0;995,0;437,0;995,0;995,0;995,0;995,0;995,0;995,0;995,0;437,0;995,0;995,0;995,0;437,0;995,0;995,0
603;1;1;0;0;0;1;1;1;0;1;0;0,3649698861744219;943,0;943,0;943,0;943,0;943,0;943,0;653,0;943,0;943,0;943,0;943,0;943,0;943,0;943,0;943,0;943,0;943,0;943,0;943,0;943,0;943,0;943,0;653,0;943,0;943,0;943,0;653,0;943,0;943,0;943,0;943,0;943,0;943,0;943,0;653,0;943,0;943,0;943,0;943,0;943,0;943,0;943,0
604;0;1;1;1;0;0;1;1;0;1;0;0,35148178033042005;;;;475,0;;;;475,0;;;;475,0;;;;475,0;;;;475,0;;;;475,0;;;;475,0;;;;475,0;;;;475,0;;;;475,0;;
605;0;1;0;1;0;1;0;0;1;1;0;0,3923895360213361;787,0;787,0;310,0;911,0;911,0;787,0;911,0;911,0;787,0;911,0;911,0;798,0;787,0;787,0;911,0;798,0;787,0;911,0;911,0;798,0;787,0;911,0;787,0;787,0;787,0;911,0;787,0;911,0;911,0;911,0;911,0;798,0;911,0;911,0;310,0;911,0;911,0;787,0;911,0;798,0;787,0;911,0
606;0;0;0;0;1;0;1;1;0;1;1;0,3483204635230829;13,0;13,0;13,0;13,0;461,0;837,0;13,0;13,0;13,0;387,0;13,0;13,0;387,0;387,0;13,0;13,0;387,0;648,0;13,0;13,0;153,0;13,0;13,0;13,0;648,0;13,0;13,0;13,0;837,0;387,0;13,0;13,0;461,0;13,0;13,0;13,0;648,0;4,0;13,0;13,0;13,0;13,0
607;1;1;1;0;1;1;0;0;1;0;0;0,35394654375196466;;437,0;;437,0;;;869,0;;;;437,0;478,0;;;437,0;;;;73,0;459,0;;;437,0;478,0;;;;;;;437,0;437,0;;;;496,0;;;437,0;;;
