_id;x1;x2;x3;x4;x5;x6;treated;ps;ss_pair;wnnem_pair;nn_euk_pair_01;nn_mah_pair_01;psm_02_pair_01;psm_dyn_pair_01;nn_euk_pair_02;nn_mah_pair_02;psm_02_pair_02;psm_dyn_pair_02;nn_euk_pair_03;nn_mah_pair_03;psm_02_pair_03;psm_dyn_pair_03;nn_euk_pair_04;nn_mah_pair_04;psm_02_pair_04;psm_dyn_pair_04;nn_euk_pair_05;nn_mah_pair_05;psm_02_pair_05;psm_dyn_pair_05;nn_euk_pair_06;nn_mah_pair_06;psm_02_pair_06;psm_dyn_pair_06;nn_euk_pair_07;nn_mah_pair_07;psm_02_pair_07;psm_dyn_pair_07;nn_euk_pair_08;nn_mah_pair_08;psm_02_pair_08;psm_dyn_pair_08;nn_euk_pair_09;nn_mah_pair_09;psm_02_pair_09;psm_dyn_pair_09;nn_euk_pair_10;nn_mah_pair_10;psm_02_pair_10;psm_dyn_pair_10
196;0;0;0;1;0;0;0;0,1862784907631384;120,0;;;120,0;302,0;120,0;;302,0;120,0;120,0;;120,0;302,0;302,0;;302,0;120,0;120,0;;302,0;302,0;302,0;;120,0;302,0;302,0;;302,0;302,0;120,0;;120,0;120,0;302,0;;120,0;120,0;120,0;;302,0;120,0;120,0
197;1;1;0;1;1;0;0;0,36936598018666056;340,0;596,0;180,0;180,0;318,0;340,0;340,0;199,0;596,0;340,0;596,0;596,0;596,0;340,0;180,0;318,0;199,0;180,0;180,0;340,0;180,0;596,0;318,0;199,0;596,0;180,0;318,0;180,0;318,0;180,0;180,0;596,0;340,0;199,0;199,0;199,0;199,0;340,0;180,0;318,0;340,0;340,0
198;1;0;1;0;0;0;0;0,2695799376398798;107,0;170,0;688,0;657,0;;;170,0;688,0;;;454,0;107,0;;;657,0;170,0;;;688,0;688,0;;;657,0;170,0;;;657,0;657,0;;;657,0;688,0;;;170,0;657,0;;;454,0;454,0;;
199;1;1;0;1;1;0;1;0,36936598018666056;379,0;379,0;379,0;379,0;518,0;518,0;380,0;197,0;330,0;379,0;330,0;330,0;518,0;379,0;518,0;380,0;197,0;379,0;330,0;518,0;330,0;518,0;380,0;197,0;380,0;330,0;518,0;518,0;379,0;379,0;330,0;518,0;380,0;197,0;197,0;197,0;197,0;518,0;518,0;330,0;379,0;379,0
200;1;1;0;0;1;1;1;0,3631236349357641;372,0;649,0;382,0;372,0;484,0;574,0;68,0;574,0;68,0;484,0;68,0;382,0;68,0;14,0;649,0;484,0;372,0;68,0;382,0;382,0;484,0;372,0;382,0;574,0;484,0;14,0;14,0;574,0;68,0;484,0;649,0;382,0;14,0;68,0;14,0;382,0;14,0;68,0;382,0;484,0;68,0;574,0
201;0;0;1;0;0;1;1;0,21247414728306924;136,0;32,0;217,0;217,0;217,0;217,0;217,0;32,0;467,0;217,0;323,0;594,0;467,0;467,0;217,0;32,0;217,0;217,0;217,0;594,0;136,0;136,0;323,0;217,0;217,0;217,0;323,0;32,0;136,0;467,0;323,0;32,0;217,0;467,0;467,0;594,0;136,0;217,0;467,0;217,0;217,0;136,0
202;0;0;0;1;1;1;0;0,2435555466319357;;;173,0;;;;173,0;;;;173,0;;;;337,0;;;;337,0;;;;173,0;;;;173,0;;;;337,0;;;;337,0;;;;173,0;;;
203;0;1;0;0;1;0;0;0,21615941276516426;376,0;;;;376,0;251,0;;;376,0;376,0;;;251,0;251,0;;;376,0;376,0;;;251,0;564,0;;;376,0;376,0;;;251,0;564,0;;;376,0;564,0;;;251,0;251,0;;;564,0;251,0
204;1;1;0;0;0;1;0;0,33260969386236583;212,0;212,0;282,0;282,0;563,0;6,0;212,0;563,0;6,0;212,0;282,0;250,0;282,0;250,0;6,0;282,0;563,0;282,0;282,0;6,0;212,0;212,0;250,0;212,0;282,0;212,0;6,0;212,0;563,0;212,0;282,0;212,0;250,0;212,0;563,0;212,0;212,0;6,0;282,0;212,0;563,0;212,0
205;1;0;1;1;1;1;0;0,3959782448576548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;0;0;1;0;0;1;0;0,21247414728306924;;100,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;0;0;0;0;0;0;1;0,15345084730174804;659,0;349,0;349,0;448,0;659,0;659,0;631,0;448,0;659,0;659,0;631,0;135,0;349,0;659,0;349,0;135,0;349,0;659,0;349,0;135,0;349,0;349,0;631,0;135,0;349,0;659,0;631,0;135,0;349,0;349,0;349,0;448,0;659,0;349,0;349,0;135,0;349,0;659,0;631,0;448,0;659,0;349,0
208;0;0;0;1;1;1;0;0,2435555466319357;;;337,0;;;;337,0;;;;337,0;;;;173,0;;;;173,0;;;;337,0;;;;337,0;;;;173,0;;;;173,0;;;;337,0;;;
209;1;0;0;1;0;1;1;0,32125331444981103;419,0;587,0;181,0;578,0;587,0;273,0;419,0;211,0;;359,0;277,0;311,0;;409,0;587,0;311,0;181,0;122,0;362,0;181,0;;181,0;310,0;211,0;181,0;181,0;419,0;311,0;419,0;122,0;277,0;587,0;181,0;419,0;587,0;578,0;;359,0;362,0;310,0;587,0;310,0
210;1;0;0;0;0;1;0;0,2726080071702801;;85,0;;;178,0;486,0;;;85,0;85,0;431,0;;85,0;356,0;;;486,0;384,0;;;384,0;178,0;;;85,0;486,0;187,0;;356,0;384,0;;;486,0;384,0;118,0;;356,0;85,0;;;486,0;178,0
211;1;0;1;1;0;1;0;0,3642826211491781;;;590,0;453,0;;;13,0;209,0;;;590,0;290,0;;;590,0;187,0;;;590,0;187,0;;;290,0;209,0;;;13,0;102,0;;;13,0;391,0;;;590,0;453,0;;;239,0;290,0;;
212;1;1;0;0;0;1;1;0,33260969386236583;204,0;204,0;276,0;602,0;602,0;602,0;204,0;127,0;602,0;204,0;127,0;276,0;432,0;276,0;276,0;432,0;276,0;276,0;127,0;602,0;204,0;204,0;276,0;204,0;602,0;204,0;602,0;204,0;602,0;204,0;432,0;204,0;602,0;204,0;276,0;204,0;204,0;127,0;127,0;204,0;432,0;204,0
213;0;1;1;0;1;1;0;0,2910113136116215;194,0;;194,0;;469,0;194,0;469,0;;194,0;469,0;194,0;;194,0;469,0;469,0;;194,0;469,0;194,0;;469,0;469,0;469,0;;469,0;194,0;469,0;;194,0;469,0;194,0;;194,0;469,0;469,0;;194,0;194,0;194,0;;194,0;194,0
214;1;1;1;1;0;1;1;0,4324655479820878;680,0;312,0;633,0;312,0;220,0;220,0;633,0;577,0;680,0;680,0;577,0;312,0;220,0;266,0;633,0;312,0;633,0;633,0;680,0;633,0;266,0;266,0;633,0;220,0;220,0;266,0;633,0;577,0;633,0;266,0;312,0;577,0;220,0;220,0;633,0;220,0;266,0;266,0;312,0;312,0;220,0;680,0
215;0;1;1;1;1;1;0;0,3413992654193282;569,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216;1;0;0;1;1;0;0;0,3057715080176313;304,0;;;129,0;129,0;442,0;;129,0;304,0;129,0;;546,0;442,0;129,0;;129,0;129,0;304,0;;442,0;129,0;129,0;;129,0;129,0;304,0;;546,0;129,0;546,0;;129,0;129,0;546,0;;442,0;304,0;129,0;;442,0;546,0;304,0
217;0;0;1;0;0;1;0;0,21247414728306924;;;201,0;201,0;201,0;201,0;201,0;269,0;100,0;201,0;269,0;269,0;269,0;269,0;201,0;100,0;201,0;201,0;201,0;269,0;269,0;269,0;100,0;201,0;201,0;201,0;100,0;100,0;269,0;269,0;269,0;269,0;201,0;269,0;100,0;269,0;269,0;201,0;100,0;201,0;201,0;269,0
218;1;0;1;1;1;0;0;0,34778969588175784;;489,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
219;0;0;1;1;1;0;0;0,2407433793322588;257,0;656,0;427,0;;;;656,0;;;;257,0;;;;257,0;;;;166,0;;;;656,0;;;;656,0;;;;257,0;;;;427,0;;;;427,0;;;
220;1;1;1;1;0;1;0;0,4324655479820878;620,0;353,0;;698,0;214,0;214,0;;353,0;620,0;353,0;;353,0;214,0;698,0;;698,0;698,0;660,0;;620,0;660,0;353,0;;214,0;214,0;353,0;;698,0;660,0;353,0;;620,0;214,0;214,0;;214,0;660,0;660,0;;660,0;214,0;620,0
221;1;1;1;0;0;0;0;0,3292167894214138;;171,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
222;1;1;0;1;0;1;0;0,38627610533052;125,0;357,0;684,0;;125,0;125,0;314,0;;71,0;357,0;483,0;;125,0;357,0;684,0;;125,0;71,0;493,0;;125,0;125,0;430,0;;125,0;357,0;314,0;;125,0;186,0;233,0;;71,0;71,0;639,0;;125,0;71,0;320,0;;125,0;71,0
223;1;1;1;0;0;1;0;0,3763167570287944;361,0;;609,0;;685,0;361,0;685,0;;685,0;235,0;609,0;;235,0;361,0;685,0;;609,0;609,0;361,0;;361,0;361,0;361,0;;609,0;609,0;361,0;;609,0;361,0;235,0;;361,0;235,0;609,0;;609,0;609,0;685,0;;235,0;361,0
224;0;0;1;0;1;1;1;0,2358617810900413;229,0;487,0;229,0;22,0;682,0;229,0;161,0;229,0;229,0;682,0;461,0;410,0;664,0;664,0;161,0;410,0;682,0;229,0;229,0;410,0;682,0;682,0;161,0;229,0;487,0;682,0;410,0;410,0;664,0;664,0;461,0;664,0;487,0;682,0;161,0;664,0;229,0;664,0;461,0;664,0;487,0;682,0
225;1;1;1;0;0;1;0;0,3763167570287944;;361,0;235,0;361,0;361,0;235,0;235,0;361,0;361,0;361,0;361,0;235,0;609,0;609,0;361,0;235,0;235,0;685,0;609,0;361,0;685,0;609,0;235,0;685,0;235,0;235,0;235,0;235,0;361,0;609,0;685,0;235,0;609,0;361,0;685,0;609,0;235,0;685,0;609,0;609,0;361,0;235,0
226;0;1;0;0;0;0;0;0,19422885098031425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227;0;1;0;0;1;1;0;0,25318985659979104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
228;1;1;0;1;0;0;0;0,3386063725773109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
229;0;0;1;0;1;1;0;0,2358617810900413;224,0;;224,0;364,0;301,0;224,0;364,0;224,0;224,0;364,0;364,0;364,0;301,0;352,0;364,0;364,0;364,0;224,0;224,0;301,0;301,0;364,0;364,0;224,0;352,0;301,0;364,0;364,0;364,0;352,0;301,0;301,0;364,0;364,0;301,0;364,0;224,0;364,0;364,0;352,0;352,0;352,0
230;0;1;0;1;1;1;1;0,2997982482783427;425,0;400,0;505,0;130,0;400,0;400,0;130,0;646,0;400,0;400,0;589,0;505,0;400,0;24,0;646,0;646,0;400,0;24,0;24,0;646,0;400,0;24,0;505,0;646,0;400,0;163,0;646,0;163,0;24,0;505,0;130,0;589,0;24,0;400,0;130,0;589,0;400,0;646,0;24,0;130,0;505,0;130,0
231;1;0;1;1;1;1;0;0,3959782448576548;;;35,0;;35,0;35,0;35,0;;35,0;35,0;35,0;;35,0;35,0;35,0;;35,0;35,0;35,0;;35,0;35,0;35,0;;35,0;35,0;35,0;;35,0;35,0;35,0;;35,0;35,0;35,0;;35,0;35,0;35,0;;35,0;35,0
232;1;1;1;0;1;1;1;0,4083868097694666;428,0;584,0;428,0;428,0;584,0;617,0;389,0;407,0;584,0;617,0;407,0;407,0;407,0;428,0;389,0;446,0;617,0;617,0;617,0;407,0;617,0;584,0;446,0;617,0;584,0;407,0;407,0;428,0;617,0;617,0;584,0;446,0;428,0;407,0;584,0;446,0;584,0;428,0;584,0;407,0;389,0;389,0
233;1;1;0;1;1;1;1;0,4186252130288907;458,0;55,0;270,0;55,0;195,0;694,0;458,0;176,0;270,0;195,0;195,0;55,0;329,0;270,0;55,0;270,0;55,0;332,0;195,0;694,0;694,0;332,0;329,0;176,0;55,0;635,0;624,0;458,0;458,0;270,0;222,0;270,0;55,0;458,0;195,0;458,0;458,0;458,0;55,0;270,0;624,0;26,0
234;1;1;1;0;1;1;1;0,4083868097694666;617,0;407,0;584,0;389,0;428,0;389,0;584,0;389,0;407,0;446,0;446,0;446,0;617,0;584,0;617,0;389,0;428,0;389,0;407,0;446,0;389,0;617,0;428,0;428,0;389,0;617,0;446,0;446,0;389,0;389,0;407,0;407,0;389,0;446,0;446,0;389,0;446,0;617,0;407,0;446,0;446,0;428,0
235;1;1;1;0;0;1;1;0,3763167570287944;76,0;668,0;225,0;292,0;145,0;225,0;225,0;292,0;668,0;223,0;145,0;225,0;223,0;145,0;145,0;225,0;225,0;145,0;145,0;292,0;145,0;668,0;225,0;309,0;225,0;225,0;225,0;225,0;668,0;668,0;223,0;225,0;668,0;223,0;309,0;292,0;225,0;668,0;145,0;309,0;223,0;225,0
236;1;0;1;1;1;1;0;0,3959782448576548;35,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
237;0;1;1;1;1;0;1;0,2965913043575981;405,0;405,0;405,0;369,0;406,0;327,0;406,0;406,0;369,0;405,0;405,0;327,0;369,0;327,0;406,0;327,0;327,0;406,0;405,0;327,0;405,0;406,0;405,0;327,0;327,0;406,0;405,0;327,0;327,0;406,0;405,0;369,0;406,0;369,0;369,0;406,0;405,0;406,0;369,0;327,0;406,0;327,0
238;0;1;1;0;0;0;1;0,2259069811657392;317,0;268,0;296,0;317,0;435,0;343,0;343,0;317,0;343,0;435,0;296,0;317,0;435,0;435,0;343,0;268,0;435,0;435,0;296,0;268,0;435,0;343,0;296,0;268,0;343,0;343,0;343,0;317,0;343,0;435,0;296,0;317,0;343,0;435,0;296,0;317,0;343,0;435,0;296,0;317,0;435,0;435,0
239;1;0;1;1;0;1;1;0,3642826211491781;155,0;451,0;41,0;41,0;512,0;451,0;512,0;41,0;512,0;578,0;512,0;75,0;512,0;578,0;41,0;41,0;451,0;451,0;512,0;148,0;451,0;451,0;41,0;148,0;578,0;512,0;512,0;75,0;578,0;512,0;512,0;148,0;578,0;451,0;512,0;148,0;512,0;451,0;211,0;41,0;512,0;512,0
240;1;0;0;1;1;0;0;0,3057715080176313;;;;;442,0;304,0;;;129,0;442,0;;;304,0;546,0;;;304,0;442,0;;;546,0;442,0;;;304,0;129,0;;;442,0;129,0;;;546,0;442,0;;;546,0;304,0;;;442,0;442,0
241;1;0;1;0;1;1;1;0,3417144085911393;335,0;508,0;531,0;335,0;531,0;531,0;508,0;531,0;335,0;335,0;531,0;531,0;531,0;335,0;531,0;335,0;508,0;335,0;335,0;531,0;335,0;531,0;335,0;335,0;531,0;508,0;508,0;531,0;335,0;508,0;508,0;335,0;531,0;531,0;508,0;508,0;335,0;531,0;508,0;508,0;508,0;508,0
242;1;1;0;0;0;0;0;0,2884500933795053;641,0;641,0;545,0;;641,0;641,0;641,0;;641,0;545,0;641,0;;641,0;641,0;641,0;;641,0;641,0;641,0;;641,0;545,0;641,0;;641,0;641,0;545,0;;545,0;545,0;641,0;;545,0;545,0;641,0;;641,0;641,0;641,0;;545,0;641,0
243;0;1;0;1;1;1;1;0,2997982482783427;24,0;589,0;425,0;400,0;130,0;163,0;24,0;400,0;130,0;646,0;425,0;130,0;130,0;163,0;589,0;130,0;505,0;130,0;425,0;505,0;130,0;163,0;425,0;589,0;24,0;646,0;130,0;589,0;646,0;24,0;589,0;130,0;505,0;163,0;646,0;130,0;24,0;163,0;425,0;589,0;130,0;24,0
244;0;1;1;1;0;0;0;0,2693041043775805;579,0;;248,0;579,0;248,0;579,0;579,0;579,0;579,0;565,0;565,0;248,0;248,0;248,0;565,0;248,0;579,0;579,0;248,0;565,0;248,0;565,0;565,0;565,0;248,0;565,0;248,0;579,0;565,0;565,0;565,0;579,0;579,0;248,0;579,0;579,0;565,0;579,0;248,0;248,0;579,0;248,0
245;1;0;0;0;1;1;0;0,30009248760362195;315,0;;331,0;331,0;;;331,0;315,0;;;116,0;331,0;;;116,0;315,0;;;116,0;331,0;;;331,0;315,0;;;315,0;331,0;;;315,0;315,0;;;331,0;331,0;;;315,0;331,0;;
246;1;0;1;0;0;1;0;0,3121178494347399;77,0;588,0;;77,0;;;;588,0;;;;77,0;;;;77,0;;;;77,0;;;;77,0;;;;77,0;;;;77,0;;;;588,0;;;;588,0;;
247;0;1;1;1;0;0;0;0,2693041043775805;248,0;;565,0;248,0;;;248,0;248,0;;;248,0;565,0;;;248,0;579,0;;;565,0;248,0;;;248,0;248,0;;;565,0;565,0;;;579,0;565,0;;;565,0;248,0;;;565,0;579,0;;
248;0;1;1;1;0;0;1;0,2693041043775805;247,0;403,0;244,0;247,0;244,0;499,0;247,0;247,0;669,0;499,0;247,0;244,0;244,0;244,0;247,0;244,0;669,0;669,0;244,0;247,0;244,0;499,0;247,0;247,0;244,0;499,0;244,0;669,0;499,0;499,0;403,0;669,0;499,0;244,0;403,0;247,0;499,0;669,0;244,0;244,0;669,0;244,0
249;0;1;0;0;0;0;0;0,19422885098031425;;;;;408,0;513,0;;;408,0;408,0;;;408,0;513,0;;;408,0;408,0;;;408,0;408,0;;;513,0;408,0;;;513,0;408,0;;;408,0;513,0;;;408,0;408,0;;;513,0;408,0
250;1;1;0;0;0;1;1;0,33260969386236583;602,0;127,0;602,0;432,0;127,0;276,0;127,0;432,0;127,0;602,0;432,0;204,0;127,0;204,0;432,0;127,0;127,0;432,0;602,0;127,0;127,0;432,0;204,0;602,0;432,0;432,0;127,0;602,0;432,0;127,0;602,0;127,0;204,0;276,0;432,0;127,0;276,0;602,0;432,0;276,0;127,0;602,0
251;0;1;0;0;1;0;1;0,21615941276516426;503,0;294,0;395,0;503,0;96,0;203,0;347,0;395,0;96,0;193,0;503,0;395,0;203,0;203,0;503,0;503,0;96,0;193,0;503,0;693,0;203,0;96,0;503,0;503,0;96,0;193,0;503,0;395,0;203,0;193,0;395,0;503,0;96,0;193,0;347,0;503,0;203,0;203,0;395,0;503,0;96,0;203,0
252;1;0;1;0;0;0;0;0,2695799376398798;;107,0;;;170,0;170,0;;;170,0;688,0;;;454,0;688,0;;;688,0;170,0;;;657,0;688,0;;;688,0;170,0;;;657,0;657,0;;;657,0;454,0;;;688,0;107,0;;;107,0;454,0
253;0;1;0;1;0;1;0;0,27233023077345325;;;;642,0;642,0;642,0;;642,0;415,0;642,0;;415,0;642,0;415,0;;415,0;415,0;642,0;;642,0;415,0;642,0;;415,0;415,0;415,0;;642,0;415,0;642,0;;642,0;642,0;415,0;;415,0;642,0;642,0;;642,0;415,0;642,0
254;1;1;1;0;1;0;0;0,3595871722394001;462,0;;462,0;452,0;462,0;452,0;549,0;175,0;538,0;549,0;630,0;175,0;462,0;452,0;630,0;549,0;462,0;538,0;462,0;462,0;175,0;549,0;175,0;462,0;175,0;538,0;462,0;538,0;452,0;462,0;630,0;175,0;452,0;175,0;175,0;175,0;462,0;175,0;538,0;549,0;538,0;538,0
255;1;1;0;1;0;0;0;0,3386063725773109;69,0;;;;;;;;;;;69,0;;;;;;;;;;;;517,0;;;;;;;;;;;;;;;;;;
256;1;0;1;0;0;0;0;0,2695799376398798;688,0;;454,0;;107,0;454,0;688,0;;688,0;454,0;107,0;;657,0;107,0;688,0;;170,0;688,0;454,0;;454,0;657,0;107,0;;657,0;688,0;170,0;;688,0;454,0;170,0;;170,0;107,0;107,0;;454,0;688,0;688,0;;657,0;170,0
257;0;0;1;1;1;0;1;0,2407433793322588;219,0;447,0;621,0;478,0;621,0;99,0;478,0;300,0;621,0;447,0;219,0;447,0;99,0;634,0;219,0;478,0;634,0;621,0;478,0;478,0;99,0;447,0;99,0;478,0;634,0;621,0;621,0;447,0;634,0;634,0;219,0;478,0;99,0;99,0;99,0;447,0;447,0;99,0;478,0;478,0;447,0;447,0
258;1;0;1;1;1;0;0;0,34778969588175784;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
259;0;0;0;0;0;1;0;0,18223621119888045;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
260;0;1;1;0;1;1;0;0,2910113136116215;;194,0;469,0;;;;194,0;;;;469,0;;;;194,0;;;;469,0;;;;194,0;;;;194,0;;;;469,0;;;;194,0;;;;469,0;;;
261;0;0;0;1;1;1;0;0,2435555466319357;;;;173,0;173,0;337,0;;173,0;337,0;173,0;;337,0;173,0;337,0;;337,0;173,0;173,0;;337,0;173,0;173,0;;337,0;173,0;337,0;;173,0;337,0;173,0;;337,0;337,0;337,0;;173,0;173,0;337,0;;173,0;173,0;337,0
262;1;0;0;0;0;1;0;0,2726080071702801;356,0;384,0;187,0;384,0;;;118,0;356,0;;;187,0;85,0;;;431,0;356,0;;;187,0;178,0;;;453,0;486,0;;;453,0;384,0;;;453,0;486,0;;;453,0;486,0;;;118,0;384,0;;
263;1;0;1;0;1;0;1;0,2968837307262043;593,0;473,0;473,0;593,0;473,0;593,0;473,0;615,0;593,0;473,0;177,0;568,0;593,0;405,0;572,0;473,0;405,0;369,0;593,0;568,0;593,0;473,0;473,0;593,0;369,0;369,0;593,0;568,0;568,0;568,0;593,0;593,0;568,0;405,0;572,0;473,0;593,0;568,0;568,0;615,0;473,0;473,0
264;0;0;1;0;0;0;0;0,17996361465425456;;;638,0;;;;638,0;;;;638,0;;;;56,0;;;;638,0;;;;56,0;;;;56,0;;;;56,0;;;;638,0;;;;56,0;;;
265;1;1;1;1;1;1;1;0,4657473237537692;450,0;43,0;62,0;661,0;600,0;600,0;88,0;286,0;43,0;43,0;176,0;286,0;124,0;124,0;62,0;661,0;43,0;600,0;176,0;43,0;176,0;124,0;176,0;661,0;62,0;600,0;62,0;661,0;62,0;176,0;351,0;450,0;62,0;600,0;43,0;43,0;600,0;62,0;43,0;661,0;43,0;176,0
266;1;1;1;1;0;1;0;0,4324655479820878;;;620,0;620,0;698,0;620,0;353,0;620,0;660,0;698,0;660,0;660,0;620,0;214,0;698,0;660,0;660,0;698,0;620,0;353,0;214,0;214,0;698,0;660,0;620,0;214,0;698,0;353,0;353,0;214,0;660,0;660,0;660,0;660,0;698,0;620,0;214,0;214,0;620,0;698,0;620,0;698,0
267;0;0;1;1;0;1;0;0,2541379791261026;501,0;402,0;;501,0;368,0;83,0;;368,0;501,0;683,0;;501,0;83,0;501,0;;567,0;402,0;422,0;;402,0;567,0;402,0;;83,0;501,0;683,0;;402,0;402,0;83,0;;501,0;422,0;422,0;;368,0;683,0;683,0;;368,0;402,0;402,0
268;0;1;1;0;0;0;0;0,2259069811657392;146,0;238,0;;146,0;;;;146,0;;;;146,0;;;;238,0;;;;238,0;;;;238,0;;;;146,0;;;;146,0;;;;146,0;;;;146,0;;
269;0;0;1;0;0;1;1;0,21247414728306924;51,0;51,0;467,0;32,0;136,0;467,0;323,0;217,0;136,0;136,0;217,0;217,0;217,0;217,0;323,0;594,0;136,0;136,0;323,0;217,0;217,0;217,0;467,0;594,0;136,0;136,0;467,0;594,0;217,0;217,0;217,0;217,0;467,0;217,0;323,0;217,0;217,0;467,0;323,0;594,0;467,0;217,0
270;1;1;0;1;1;1;0;0,4186252130288907;493,0;493,0;233,0;430,0;639,0;493,0;320,0;430,0;233,0;684,0;684,0;314,0;571,0;233,0;493,0;233,0;430,0;430,0;430,0;639,0;571,0;684,0;571,0;430,0;483,0;684,0;571,0;639,0;483,0;233,0;684,0;233,0;639,0;320,0;684,0;571,0;493,0;571,0;493,0;233,0;571,0;430,0
271;0;1;0;0;1;1;0;0,25318985659979104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
272;0;1;0;1;0;0;0;0,2333751968038737;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
273;1;0;1;1;0;0;0;0,31792107046550216;;;;;;209,0;;;;439,0;;;;431,0;;;;102,0;;;;290,0;;;;187,0;;;;190,0;;;;290,0;;;;431,0;;;;102,0
274;0;0;0;0;1;0;0;0,1717585776071933;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
275;0;1;0;0;0;1;0;0,2285980212034376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
276;1;1;0;0;0;1;0;0,33260969386236583;563,0;563,0;212,0;563,0;6,0;250,0;563,0;282,0;563,0;282,0;6,0;212,0;563,0;212,0;212,0;6,0;212,0;212,0;563,0;282,0;563,0;6,0;212,0;282,0;563,0;563,0;282,0;6,0;282,0;6,0;6,0;282,0;282,0;250,0;212,0;6,0;250,0;282,0;6,0;250,0;6,0;282,0
277;1;0;0;1;0;0;0;0,27797347546282425;;472,0;102,0;;;;391,0;;;;209,0;;;;391,0;;;;431,0;;;;102,0;;;;391,0;;;;209,0;;;;431,0;;;;391,0;;;
278;1;1;1;1;1;0;0;0,4149003547110088;534,0;455,0;455,0;;303,0;433,0;455,0;;534,0;433,0;455,0;;534,0;303,0;303,0;;433,0;534,0;303,0;;534,0;455,0;455,0;;455,0;433,0;534,0;;303,0;455,0;433,0;;534,0;303,0;433,0;;433,0;433,0;455,0;;303,0;433,0
279;0;0;1;0;1;0;1;0,2006846350133488;16,0;93,0;677,0;348,0;401,0;121,0;401,0;121,0;121,0;121,0;401,0;121,0;401,0;401,0;677,0;348,0;121,0;121,0;401,0;348,0;121,0;121,0;401,0;348,0;121,0;121,0;677,0;121,0;121,0;401,0;677,0;121,0;401,0;401,0;401,0;121,0;121,0;401,0;401,0;348,0;401,0;401,0
280;0;0;1;1;0;0;0;0,2170091614500745;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
281;0;1;0;1;0;1;0;0,27233023077345325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
282;1;1;0;0;0;1;1;0,33260969386236583;127,0;602,0;204,0;204,0;432,0;127,0;602,0;276,0;432,0;276,0;204,0;127,0;204,0;127,0;127,0;204,0;432,0;204,0;204,0;276,0;432,0;127,0;432,0;276,0;204,0;602,0;276,0;127,0;276,0;602,0;204,0;276,0;276,0;432,0;602,0;602,0;127,0;276,0;204,0;127,0;602,0;276,0
283;1;0;1;0;0;1;0;0,3121178494347399;588,0;;;;588,0;77,0;;;77,0;77,0;;;588,0;588,0;;;77,0;588,0;;;588,0;77,0;;;588,0;77,0;;;588,0;588,0;;;77,0;588,0;;;77,0;588,0;;;588,0;77,0
284;1;0;1;0;0;0;0;0,2695799376398798;170,0;454,0;;170,0;;;;454,0;;;;170,0;;;;688,0;;;;657,0;;;;454,0;;;;688,0;;;;454,0;;;;688,0;;;;657,0;;
285;0;0;0;0;0;0;1;0,15345084730174804;135,0;631,0;631,0;135,0;349,0;349,0;349,0;135,0;349,0;349,0;349,0;448,0;659,0;349,0;631,0;448,0;659,0;349,0;631,0;448,0;659,0;659,0;349,0;448,0;659,0;349,0;349,0;448,0;659,0;659,0;631,0;135,0;349,0;659,0;631,0;448,0;659,0;349,0;349,0;135,0;349,0;659,0
286;1;1;1;1;1;1;0;0,4657473237537692;;105,0;;105,0;;;;265,0;;;;265,0;;;;524,0;;;;105,0;;;;174,0;;;;105,0;;;;506,0;;;;105,0;;;;506,0;;
287;1;0;1;1;1;0;0;0,34778969588175784;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
288;0;0;0;0;1;1;0;0,2031540736476335;289,0;;;289,0;;;;289,0;;;;289,0;;;;289,0;;;;289,0;;;;289,0;;;;289,0;;;;289,0;;;;289,0;;;;289,0;;
289;0;0;0;0;1;1;1;0,2031540736476335;288,0;28,0;627,0;288,0;184,0;184,0;627,0;288,0;184,0;184,0;627,0;288,0;184,0;184,0;627,0;288,0;184,0;184,0;627,0;288,0;184,0;184,0;627,0;288,0;184,0;184,0;627,0;288,0;184,0;184,0;627,0;288,0;184,0;184,0;627,0;288,0;184,0;184,0;627,0;288,0;184,0;184,0
